item,body,rating
Oktoberfest Märzen,,4.1
Oktoberfest Märzen,"12oz undated bottle.  
 
Pours clear copper with an in of white head. Moderate retention and lacing. Toasted bread crusts in the nose with proofing dough. Medium bodied with a soft mouthfeel. A bit tacky. Sweet, plump malt on the palate with a balancing bitterness. Finishes malty and fairly sturdy without excessive sweetness.",4
Oktoberfest Märzen,,4.61
Oktoberfest Märzen,"Good Marzen, happy to find on tap. Up front I was getting tons of malts and bitter hops. About half way through I was picking up a lot of banana esters and alcohol sweetness, a bit of caramel on the finish. Kind of played with my mind. I’ll have to revisit this again to sort out my thoughts.",4
Oktoberfest Märzen,"This is the Oktoberfest you want if you like malty beers. My guess is that this is the maltiest Oktoberfest you will find anywhere at any price today, and it's certainly the maltiest I have had in many, many years. It pours a vibrant copper color and sports a good head that lasts.  
 
Side Rant: This is precisely the Oktoberfest I wish more small breweries would brew. It is unapologetically roasty and malty, and I don't know if it is too expensive and/or too hard to brew for less experienced brewers, but if you own or work at a small brewery, taste/analyze this year's Hacker-Pschorr's Oktoberfest, and then try to make it. There's a difference you can taste in this beer. This tastes like ""old-school"" Oktoberfest (let the price of malt in 2023 be damned!). I honestly don't think there's any margin on this brew, so I'm just going to conclude that this is Hacker-Pschorr's gift to us this fall. So just enjoy it. Prost!",4.6
Oktoberfest Märzen,,4.25
Oktoberfest Märzen,,3.67
Oktoberfest Märzen,,4.77
Oktoberfest Märzen,,3.83
Oktoberfest Märzen,"Appearance: Brilliantly clear, medium amber. Frothy off white head with excellent retention. 
 
Aroma: Bready and toasty malt. Spicy/herbal hops. 
 
Flavor: Toasted and bready malt. Spicy/herbal hops. Restrained bitterness. 
 
Mouth feel: Soft, medium bodied. Moderate carbonation. Clean, dry finish. 
 
Overall: Perfect visual. Has the best head retention of all German Marzens. Distinct complex malt profile with toasty and spicy flavor. Aroma also slight, unique menthol note that is not unpleasant but displays mostly herbal and spicy aroma and flavor. Always an excellent choice if you are not sure what to choose. Compared to Ayinger (one of the best) it drinks a little heavier/sweeter but still quite dry.",4.89
Oktoberfest Märzen,"Pours crystal clear. Light copper colored, with decent head. Limited lacing. 
 
Solid aromas of caramel malt and earthy hopping. A touch of grass. 
 
The brew has hallmark malt sweetness up front, but there is plenty of earthy and grassy hopping to balance it.  
 
Great carbonation without getting fizzy. Smooth and almost drying. 
 
Pretty darn good.",3.97
Hopora,,3.75
Hopora,,3.88
Hopora,,3.88
Hopora,,3.85
Hopora,"Nice head retention, Very smooth and juicy with no off flavors detected. A very decent light ABV NEIPA with a lot of flavor and body to it. Very nice job Troegs.",4.38
Hopora,"Opaque, hazy yellow, big white head, excellent retention, thin rings of lace 
Lots of mango and sweet citrus aroma, just a touch of dank and pine 
Tastes like it smells plus a raw wheat flavor 
Medium bodied, fluffy and mouthfilling, appropriate carbonation 
I don't really like most NEIPAs, but this one checks the boxes for the style",4.34
Hopora,,3.93
Hopora,,4
Hopora,,3.98
Hopora,,3.78
Hopora,Pours a cloudy wheaty yellow with a white head with some staying power. The smell is of grapefruit and other citrus with pine and grain in the background. The taste follows the aroma with a hint of oats. You can identify the oats in the mouth feel also. Overall a good solid NEIPA.,4.18
Hopora,"A: hazy; medium gold in color; 1 finger white head that receded to a wispy cap with a moderate tight collar; nice lacing; 
 
S: grapefruit with a bit of pine; 
 
T: mango and orange from start to finish; a bit of lemon early and a touch of grapefruit at the end; mild to moderate bitterness on the finish;  
 
M: medium bodied; moderate carbonation; moderately dry finish; no hop burn; 
 
O: very nice;",3.95
Hopora,,3.74
Hopora,"8/25/23, at the brewery again.",4.14
Slapasaurus,,4.28
Slapasaurus,,4.23
Slapasaurus,,4.28
Slapasaurus,,4.08
Slapasaurus,"First impressions aren't good. There's way too much stark white foam, just from cracking open a pint can with resultant overflowing. The attempted pour to try to empty the can's contents into a clear glass liter mug is also frustrated by all the foam. That's surprising, as high ABV brews usually aren't this foamy. Obviously, there's more than barley malt here providing the starch backbone. The foam recedes unevenly, unattractively and leaves erratic lacing inside the vessel. Once it can be determined, the liquid is light copper-amber, bright and somewhat translucent. The aroma is limited to a dry hoppiness, with some vague starch. It doesn't taste badly. Of course there's alcohol present and it's immediate. The hop taste is vague, maybe piney, but certainly bittering. The biggest surprise and the biggest plus is the mouthfeel. Despite an alcoholic burn to the taste buds, this is remarkably soft and smooth across the tongue. Overall, it actually has a tasty malted backbone, along with a nice dry hop bite to finish. The pronounced taste of alcohol is mitigated by its smooth mouthfeel and that it has an ABV close to 10%. This is another example of alcohol adding to the sweetness upfront, then drying out the bitterness at the finish. A final surprise is the stratified glass lacing, once the foam subsided There are many worse options to down a pint for a serious beer buzz.",4.07
Slapasaurus,,4.25
Slapasaurus,,3.93
Slapasaurus,"Appearance - The beer was golden yellow in appearance with visible carbonation. 
 
Smell - The iconic 3 Floyds dankness is followed by fruity notes.  
 
Taste - There were definite citrus fruit notes. The malt presence was somewhat weak despite the big body. The big mover was the lemon dankness that lingered nicely.  
 
Mouthfeel - The body was big, leading to a lingering profile.  
 
Overall - This is definitely worth checking out for Floyds fans.",4.28
Slapasaurus,,4
Slapasaurus,,4.44
Slapasaurus,,4.5
Slapasaurus,"The seldom studied and often forgotten imperial American IPA may be a beer destined for the history books, but 3 Floyds is single handedly keeping the style alive with this dinosaur of a beer. 
 
Slapasaurus hits the glass with a medium amber appearance rounded with a reasonably hop induced haze. As its creamy off-white froth builds so to a host of tropical fruit aromas with citrus, spruce and grassy herbs in the backdrop. But a malty-sweet upstart gives the palate a calmer taste of honey, caramel, graham cracker and granola with the beer's opening taste. 
 
As the malts stew persistently on the middle palate a quick followup of hops give a bold tropical impression of pineapple, mango and papaya. Not to be outdone, more citrusy tones of red grapefruit, tangerine and lime aid the beer's racy and fruity zest. Trending rapidly bitter, the taste develops a strong and deeply resinous bite with flavors of fruit peels, pine needle, fresh-cut grass and hemp in its wake. 
 
Medium bodied and sticky with both malt and hop resins, the session finishes decidedly on the bitter side of bitter-sweet with drier take on malty-dry as the spicy ale comes to a close. A long follow through of pine sap, citrus remnants and curaçao liquor-type spice comes in perpetual waves.",4.46
Slapasaurus,"On tap, pours a very slightly hazy orange. Smell and taste are more old school West Coast IPA, which is fine by me. Pine resin and grapefruit dominate. Nicely bitter. No booze taste at all. Very drinkable, medium body. Fantastic beer.",4.49
Samuel Adams Flannel Fest,,3.79
Samuel Adams Flannel Fest,"12oz bottle, date notched Feb 
thanks to my brother-in-law, Chris for picking up a mixed 12 pack to try 
L: brown body, slight amber hues; thin beige head disappears quickly 
S: malty and grainy, caramel, toffee, bread crust, noble hops 
T: caramelized grain, toffee, bread crust, mild roast, earthy & spicy noble hops 
F: light-to-medium body, moderate carbonation, balanced and dry finish 
O: it’s been a long time since I’ve had a Sam Adams anything; this was good",3.64
Samuel Adams Flannel Fest,"Awsome new addition to the Adams Family. Not some stoopid Ippa, Dippa, Trippa or Neippa. Just a good ol' down to earth Marzden coming at the perfect time of the year! 
 
Boston Beer is always innovating their line-up. 
 
Sadly, this Flannel Fest only comes in a sample pack. 
 
I ONLY wish it was available on DRAFT!!",4.39
Samuel Adams Flannel Fest,"Clear deep amber, with one finger of quickly-dissipating tan head.  
 
Smell is toffee, a bit of molasses, and brown bread.  
 
Taste is similar to aroma, but of higher intensity, and with a bit of sourdough tang. Light bitterness, that is most apparent mid-taste.  
 
Feel is medium, with moderate , sharp carbonation. Slight dryness at finish and beyond. 
 
Overall, though nothing ""Wow"" , pleasant & easy-drinking. More than one could easily happen. :)",3.71
Samuel Adams Flannel Fest,"12 oz. bottle, enjoy by Feb 2024. 'Munich Dunkel'. 'Cozy & Smooth'. Product of the USA. 
 
A: Pours a caramel - copper / rubyish color. Small finger of mocha froth that hangs out looking rather espresso like.. Not too much lacing, but it appears well carbonated. Looks good per the style. 
S: Aroma is warm, nutty, toasty, brown-bready.. it reminds me of fall / autumn / winter, and I guess I've kind of missed that smell. Cozy is right. There is a bit of underlying herbal hoppiness to be found.. 
T: Taste follows: warm, nutty, brown & bready. Toasty, with some fruity sort of sweetness for balance. Only slight presence of earthy hops, but it's a good balance for sure. 
F: Smooth, crisp, clean. Easy-drinking, medium-light bodied, good prickly carbonation. It's easy-drinking stuff at only 5.2% also.  
 
Overall, actually rather enjoyed this one. Recommended. 
 
Samuel Adams Flannel Fest -----4/5.",3.94
Samuel Adams Flannel Fest,,3.75
Samuel Adams Flannel Fest,"Incredibly solid offering from SA.  
 
If they were smart they would make this a separate fall seasonal.....I would for sure purchase it.. not the best Dunkel ever or anything but there are lots of folks who don't have access to one on a regular basis... 
 
Dark...roasted... malty..  
 
Hits all the right notes for the style. I enjoyed it and will gladly drink the other 2 in the sampler",4
Samuel Adams Flannel Fest,,4
Samuel Adams Flannel Fest,,3.89
Samuel Adams Flannel Fest,"Pours a clear dark brown with a reddish tint. Thin tan head that sticks around and leaves some nice lacing. Aroma is roasted malt, dark bread, and a hint of caramel. Flavor follows the nose, a bit sweet. Feel is on the light side of medium bodied, well carbonated. Overall, a nice beer.",3.84
Samuel Adams Flannel Fest,"Poured from a can into a pint glass 
Appearance – The beer pours dark amber brown color with a one finger head of puffy tan foam. The head has a fantastic level of retention, very slowly fading over time and leaving tons of foamy lace on the sides of the glass. 
Smell – The aroma of the brew is strong of a roasted and toasted bready smell mixed with lots of caramel, toffee, and molasses. Along with these smells comes notes of maple syrup and a touch of char and spice. 
Taste – The taste begins with a sweet brown sugar and maple syrup flavor mixed with some lightly toasted bready flavors. AT the same time there are notes of molasses and toffee as were depicted in the nose. As the taste advances some lightly bitter coffee and a hint of char come to the tongue, along with a touch of smoke. The sweetness initially dwindles from the start, only to surge at the end, leaving one with a rich and sweet roasty taste to linger on the tongue. 
Mouthfeel – The body of the brew is thick for a 5.2 % abv brew with a carbonation level that is on the moderate side. For the maple and brown sugar tastes the feel is nice, creating a coating feeling to accentuate the rich tastes. 
Overall – A rather sweet and moderately roasty dunkel. Rather good for a cool fall day.",3.73
Samuel Adams Flannel Fest,,3.54
Samuel Adams Flannel Fest,"12oz bottle Best Before notched Jan poured into a perfect pint glass at fridge temp 5.2% ABV 20 IBU. The beer pours bright, darker amber with chestnut highlights and khaki colored head. The head recedes to a thin ring and single layer of bubbles. The aroma is mild with a singular note of nutty, well toasted malt. The taste is semisweet toasted malt with a hint of roasted malt. Nutty, earthy notes and cacao appear before a mild finishing bitterness. The mouthfeel is thin bodied with average carbonation and a mostly dry finish. Cleanly lagered. Overall, very good.",3.77
Hoppy Lager,,4.06
Hoppy Lager,"12oz bottle notched enjoy before Jan poured into a perfect pint glass at fridge temp 4.8% ABV 30 IBU. The beer pours bright light gold in color with nearly white head. The head recedes to a thin ring and partial covering. The aroma is bright with orange, lemon & lime zest. The taste is bittersweet light candied orange with more of the citrus zest. The mouthfeel is thin bodied with average carbonation and a mostly dry finish. Overall, good, if one note, hoppy lager.",3.75
Hoppy Lager,"Samuel Adams Hoppy Lager has a thick, white head ana a bubbly, clear, golden appearance, with some lacing. The aroma is of brassy hops oils and white bread crust. The flavor is similar, with noticeable bitterness. S.A. Hoppy Lager has a medium body and a dry finish.  
 
RJT",4.42
Hoppy Lager,,2.07
Hoppy Lager,"Another one that I haven’t yet reviewed from the seasonal mix-pack. From a twelve ounce bottle, this one is crystal straw color with a tall white head. The aroma has spicy, juicy hop scents. Assertive. The taste is solidly bitter with hops, clean, and straightforward. Clean finish, medium body, and quite drinkable. I appreciate this beer. Nice.",3.88
Hoppy Lager,,3.99
Hoppy Lager,"From the side label, there is a notch near ""JAN"" with the text below it ""FRESHNESS MATTERS. ENJOY BEFORE MONTH NOTCHED."" 
 
Appearance: The body is a fairly dark shade of copper with brilliant clarity. It has a medium-sized fluffy white head that has excellent head retention. There are some lines of lacing that stick to the glass. The color and clarity of the beer are very nice. 
 
Aroma: There is a nice pine aroma with a light wildflower scent that accompanies it. It has a bit of a floral soap quality to it. The aroma as a whole is pretty subtle but very nice. 
 
Taste: Up front there is a very floral flavor which comes across as soap like, similar to the aroma of the beer. A light bit of pine flavor comes through towards the middle of the palate and it is joined with a very light touch of flowers. There is a very light biscuit flavor towards the end. It has a slight grassy note towards the end, and it has a pleasant lingering pine flavor in the aftertaste. The flavors in this beer are very pronounced and they stay strong at every point while drinking this beer, as the beer crosses from the front to the back of the tongue. 
 
Mouthfeel: It feels clean and easy to drink. It has a pleasant hoppy bitterness which feels just right with the rest of the beer. It's a very enjoyable beer. 
 
Overall: Boston Beer Company / Samuel Adams really hit it out of the park with this beer. The neckerchief states that this is a ""DRY HOPPED GOLDEN LAGER."" There have been a lot of hoppy lagers and India Pale Lagers emerging over these last couple of years. This beer is a lot better than the vast majority of what I have tried. It is a beer with a very clean lager profile that still manages to deliver a great hop presence. The aroma is a bit muted but the hop notes which do show up are very good. I bought this in the fall variety pack but it's good enough to buy a six-pack. I would buy it again and I would highly recommend it.",3.96
Hoppy Lager,"Pours a dirty straw color with two fingers of head. The nose is citrusy and earthy. The flavor is certainly hoppy, but there's not much else to this offering. It tastes like a lager version of a session IPA.",3.78
Hoppy Lager,Old school hop profile that easily carries the sub 5% abv. Thumbs up.,3.91
Hoppy Lager,,4
Ghost In The Laboratory,"This was good, but didn’t meet my expectations. This is a local brewery, and love a bunch of their stuff. This beer is a legendary beer. I’m sure it’s amazing on tap, but I haven’t had the opportunity to try it yet. Looks like their was a bad batch that went around with a bunch of particulate. Last batch I had was citrusy and dank? Wasn’t amazing",4
Ghost In The Laboratory,,4.78
Big Hazy,"Canned 11 days ago. I think the most impressive part of this is how drinkable it is given the ABV -- it's not weighed down by a syrupy malt character or teeth grating hoppiness. Just a straightforward, orange-backed DIPA that definitely gives some of that Sip of Sunshine dank citrus hop candy character while also being unique. Not the biggest fan of fruited IPAs and this is no exception, but my expectations were exceeded here 
 
77/100",3.81
Big Hazy,,4.21
Big Hazy,"16 ounce can packaged 08/17/23. 
 
Moderate pour yields a one inch white head over a hazy, light golden body with lacing. 
 
Nose of orange, tropical fruit, and other citrus with a bit of floral aromas as well. 
 
Taste is mostly orange with flavors of tropical fruit and other citrus with orange peel.  
Sweet citrus pith bitterness is present through the finish. 
 
Nice, fairly full mouthfeel with medium carbonation. 
 
Overall, a great, easy drinking DIPA, that hopefully will be put into Lawson's year round lineup. 
Go get yourself a 4-Pack!! 
 
Cheers!!!",4.31
Oktoberfest Märzen,,3.81
Oktoberfest Märzen,,4
Oktoberfest Märzen,,4.55
Oktoberfest Märzen,"Bottle into fancy mug  
A: substantial head, no lacing, penny colored 
S: the smells are good but honestly it's kind of weak, like not putting out enough molecules. Hard to get much nuance other than mildly roasty malt 
T: roasted malt right up front, with a biscuity taste (like when you slightly over cook biscuits, in a good way). A pleasant floral sweetness follows. Unsurprisingly given the thin aroma, the taste passes quickly. Long but weak finish. 
M: thin 
O: i recently had a Bell's octoberfest which bills itself as a ""session"" type beer. This is a toastier version of same.",3.54
Oktoberfest Märzen,,4.41
Oktoberfest Märzen,"A good Oktoberfest, smooth, pours a dark copper with fast dissipating head, smells like dark fruit and bready malt, and the taste is fruity, bready, malty, but a little bitter and dry but not overly sweet or cloying. This is a keeper for sure, maybe my favorite Marzen to date, cheers!",4.24
Oktoberfest Märzen,"Poured from bottle, the body is the familiar amber /light brown. Fuzzy white head dissipates quickly and retreats to a thin edge ring. Light lacing. 
 
Nose is an inviting malt. Taste follows nose and adds a balancing small bitter note. A light malty sweetness is present but very much background. 
 
Mouthfeel is smooth and satisfying with solid carbonation and slight coating of the palate ( though it is not a coating of sweetness). 
 
Superdrinkable as an Oktoberfest märzen ought to be. Best example of the style for my tastes.",4.26
Hopora,,3.75
Hopora,,3.88
Hopora,,3.53
Hopora,,3.75
Hopora,"Pours a light lemony straw color with a half finger of head. The nose has tropical fruity notes but also some earthy qualities. Compared to the nose, the flavor falls flat - light fruit and light bitterness.",3.92
Hopora,,3.96
Slapasaurus,,4.25
Slapasaurus,,4.27
Slapasaurus,,4.98
Slapasaurus,"Pours a bright mango color with a subtly unfiltered appearance and a foamy pearl white head that provides significant lacing and caps the beer on its entire journey. Gorgeous beer. 
 
The nose features loads of mango, papaya, guava, pineapple, and candied orange notes. This beer is setting up especially well for my palate. I gotta admit, I love when that happens. 
 
The taste is all about the bitterness that settles at the back of your palate after enjoying the vibrant mango, candied orange, papaya, guava, and pineapple flavors you experience up front. If you don’t enjoy bracingly bitter WCDIPA’s, avoid this beer at all costs. 
 
If you do enjoy those OG beers, as I do so much, this beer is your jam, especially with the full exceptionally dry mouthfeel. I found this listed on the 3F’s website as 74 IBU’s and 98 IBU’s. 
 
It is definitely the latter, IMHO. And if it moved from the “Limited Release IPA’s” category to always available, it would be in my beer fridge every day of the year.",4.5
Slapasaurus,,4.5
Slapasaurus,,4.34
Slapasaurus,"Color is on the copper side. Light to tan head. Nose is magical, nice and piney. Taste was pine and slightly citrus. Good amount of bitterness on the backend.",4.56
Samuel Adams Flannel Fest,,3.1
Samuel Adams Flannel Fest,"Appearance: Pours a clear, tawny-brown body with an inch or so of ivory-hued foam. 
 
Smell: Crumbly, toasted bread crusts with a clear scent of chocolate but also a hint of discarded nut shells 
 
Taste: Toasty breadcrusts with a crisp magic chocolate shell and dissipating caramel accent. Medium degree of sweetness. Lightly earthy, herbal hops with a little bit of balancing bitterness. Drying finish. 
 
Mouthfeel: Medium-light body. Medium carbonation. 
 
Overall: It's comforting to know BBC can take a little break from cranking out gut-churning seltzers and sugary ciders to make a simple, sufficient beer.",3.93
Samuel Adams Flannel Fest,"Clear, reddish-copper color, very clear; dense carbonation; thin yet lasting head, bone-white. Rich malt nose; toasted and roasted grain; toffee and deep caramel. The taste mirrors the aroma; very little, if any, hop bitterness; some roasted nut undertones complementing the toasted / roasted grain flavor. Rich, full mouthfeel; outstanding residual sugar density, slightly sticky; very mild coarseness on the palate; finishes with a mild overall dryness. 
 
It has been a long time since I last had a Boston Beer Co. beer let alone a memorable one. This dunkel is rich and flavorful, exuding a robust character. 
 
Pouring temperature: 39 °F; bottling info: ENJOY BEFORE JAN 
Source: local purchase (single)",4.28
Samuel Adams Flannel Fest,"Pours a dark red mahogany with a two finger head. Smell is of toffee with some nuttiness, taste follows the nose with a slight hop bite near the end. The feel is a little thin for the style but passable, not a bad beer at all.",4.01
Samuel Adams Flannel Fest,,3.85
Ghost In The Laboratory,"It was super hoppy, almost like the hop resin was squeezed out of the buds and into the glass. It was very cloudy looking, smelled and tasted like grapefruit, sour orange juice, lemon, melon, tropical fruit, wet hops, biscuit, yeast, a lot of herbal notes and heavy floral notes. It was viscous and each sip felt like there was chunks from the bottom of the can on my tongue. It was good but not as smooth as most beers by Equilibrium.",4.24
Ghost In The Laboratory,"Got a four pack of this beer this past weekend during a day trip to Austin. The people at the beer shop were very nice! 
 
Poured from a can into a tulip glass. Bright hazy yellow color with creamy off white head and good curtain lacing. Bright citrus and tropical fruit smell and taste. Pineapple, orange and lime. Was expecting a bit fuller, smoother feel.nice hoppy finish. I really want to have this beer on tap.",4.35
Ghost In The Laboratory,"I expected a lot more from Equlibrium and from a 95 rated ""World Class"" DIPA. It's cloudy and filled with particulate, not by itself a deal-breaker. It smells of green papaya and dank lemon. Not my favorite, but promising. But it tastes like orange juice left to ferment on its own in the back of your refridgerator. It's overwhelmingly dank and pithy, dry, and bitter. Not at all an enjoyable experience to my palate. This is the first DIPA I've had that really gave me that sort of crushed up aspirin profile I've heard people talk about before. Mouthfeel is fine, but the texture is literally scrubbed away by intensely dry, dank bitterness. If that's your cup of, well, beer, then be my guest, but wow this is not for me.",2.52
Ghost In The Laboratory,,4.5
Ghost In The Laboratory,,3.95
Ghost In The Laboratory,,4.25
Ghost In The Laboratory,,4.38
Ghost In The Laboratory,"Poured 1 week old crowler, glug glug glug poured thickly with a creamy head that retreated quickly leaving a sudsy lacing. My nose ain’t working so today I don’t smell anything. Taste guava, melon, dankness, bitterness. Not bad overall, not stellar.",3.61
Ghost In The Laboratory,,4.3
Ghost In The Laboratory,,4.31
Ghost In The Laboratory,,4.19
Ghost In The Laboratory,,3.9
Ghost In The Laboratory,,4.15
Ghost In The Laboratory,,4.29
Ghost In The Laboratory,,4.5
Ghost In The Laboratory,,4.09
Ghost In The Laboratory,"16oz can. Poured out a cloudy, golden orange color with a good-sized, off-white head of foam. It left sudsy trails of lace on the glass. It smelled of guava, orange, grapefruit, caramel sweetness and resin. So much tropical fruitiness with toasted caramel & toffee. Sharp bitterness.",4.46
Samuel Adams Flannel Fest,"Samuel Adams Flannel Fest has a medium, beige head and a clear, bubbly, copper appearance, with minimal lacing. The aroma is of toasted brown bread crust. the flavor is of that element, along with low bitterness and caramel. S.A. Flannel Fest has a medium body and a dry finish.  
 
RJT",4.38
Samuel Adams Flannel Fest,,3.51
Resin,,4.1
Resin,,3.98
Resin,,4.69
Resin,,3.85
Resin,,4.44
Resin,,4
Resin,,4.1
Resin,,3.83
Resin,,3.25
Resin,"This is crisp, easy mouthfeel with smooth carbonation that feels right, finishes clean and slightly dry. Straight forward hop-character. The high ABV is well masked and does not taste boozy. Very drinkable, and I will drink again.",4.38
Resin,,4.07
Resin,,4.09
Resin,"Hazy gold color; small white head. Nose is slight initially, with flowery and citrus notes. Full-bodied. Finish is bitter.",4
Resin,"12oz can purchased from the fridge as a single for $2.50. PKG 22333, which means that this was packaged on 11/30/22. That would make this beer 2 1/2 months old. 
 
Look: It's a beautiful copper color with a slight haze/particulate floaties in suspension appearance. Nice beige-colored head that is sticking around. 
 
Smell: Mild citrus notes with tons of spicy hop resin and pine. This is probably a bit too cold straight out of my beer fridge, so the full bouquet is not coming out. Some herbal/oniony notes on the finish. Subtle watermelon and papaya notes and some honey thrown in. 
 
Taste: This is aggressively hopped, but you wouldn't really know it from the nose. Up front, there is some caramel malt sweetness with subtle honey notes. Then the hops take over and this is an intensely bitter ride to the finish line and beyond. The bitter finish lingers long and is full of hop resins and earthy, woody pine along with lots of grapefruit peel and pith. All this being said, this Imperial IPA maintains a semblance of balance because there is a significant malt backbone to support the aggressive hop bill. As the hop bitterness on the finish eventually recedes, some cool, peppery watermelon notes are coming through giving this beer an oddly refreshing feeling. 
 
Feel: The body is medium plus with a slick, oily mouthfeel. 
 
Overall: This is a really solid West-Coast Style Double IPA. Personally, Imperial IPAs are not my favorite of styles but I can dig ones in this vein occasionally. For 9.1% ABV, it's quite drinkable. I would like to try to re-review this beer if I can get my hands on a fresher version.",3.71
Resin,,4.17
Resin,,3.97
Resin,,4
Trois Pistoles,,3.84
Trois Pistoles,,4.25
Trois Pistoles,,4.38
Trois Pistoles,What a good looking pour on this one. Drank from a tulip glass. Liquid is almost stout like . It's so dark. Off-white foamy head whit thick lace on the glass. I'm thinking tis is a rum barrel aged brew. Feel is somewhat dryer than I care for or expected but I am enjoying it.,4.17
Trois Pistoles,"Poured from 12oz bottle to a goblet glass. Look is dark brown with a tan head that falls to a thin cap. Lots of bubbles rising up to the top which you can see around the sides of the glass. Aroma includes dark bread, spices including black pepper, some dark fruits including raisin and plum. Taste is bold all the way through. Starts with spices like black pepper, clove; continues with brown bread, yeast, black cherry cola. Finish is spicy, fruity and lingers for a while. Feel is lighter side of medium a lively carbonation, nice. Overall, the alcohol is noticeable here. A good reminder to slow down. This is an excellent beer and would really hit the spot come winter as a slow sipper on a cold day.",4.34
Trois Pistoles,,4.24
Trois Pistoles,,4.25
Trois Pistoles,,4.2
Trois Pistoles,,4.53
Trois Pistoles,,4.79
Trois Pistoles,"This Belgian Dark Strong Ale pours a deep, dusky brown with a massive tan head and aromas of Belgian yeast, caramel malts, and dark fruits including raisin, fig, plum, and black cherry. The flavor profile includes rich bread malt, caramel, dark fruit sweetness, Belgian yeast, and spices with a smooth, slightly sweet finish. Medium to heavier-bodied with strong carbonation, it's an authentic interpretation of the style that is exceptionally drinkable. The appearance is a dark brown with a fluffy tan head, good retention, and lacing. The taste is fruity with a mild spice note and finishes pretty dry. Overall, it's an excellent beer.",4.25
Trois Pistoles,,3
Trois Pistoles,"Opaque dark brown appearance, with a fluffy tan head. Good retention and lacing. 
On the nose, fig, date, black cherry, a hint of spice. 
Smacks upfront of black cherry, date, fig, and raisin. New chewy sweet malt body. Pumpernickel bread, molasses, licorice. Tastes a bit like cola. Vanilla and spices on the finish. Clove, hay, cinnamon, cardamom. Warm going down. Sweet but finishes pretty dry. Excellent. 
Fizzy cola-like carbonation, rounded malty body,  
 
Excellent take on a Belgian beer from Canadians.",4.18
Trois Pistoles,"Appearance: Pours a deep and dusky brown color with a faint orange hue. A massive tan head. SRM of 21. (4.50) 
 
Aroma: Strong aromas of Belgian yeast, caramel malts, dark fruit including raisin, fig, plum, and black cherry. (4.25)  
 
Flavor: Strong and rich flavors of bread malt, rich caramel, some dark fruit including raisin, fig, dark cherry, and plum sweetness. Belgian yeast and spices behind that. Ultimately finishes smooth and slightly sweet. (4.00)  
 
Feel: Medium to heavier bodied, strong carbonation, some sweetness lingers on the palate. (4.25)  
 
Compared to Unibroue Maudite 1/2023: Pours darker, stronger head. Stronger aromas. More rich caramel and dark fruit. less Belgian yeast, spices, and bread. Heavier and sweeter. 
 
Overall: Very authentic Belgian Dark Strong Ale. Rich bread, yeasty Belgian spices to balance the sweet caramel and dark fruit flavors that are present here. Smooth and leans sweet, but not overly so. Drinks extremely nicely for the ABV. (Rating: 4.17)",4.17
Ruthless Rye IPA,,4.18
Ruthless Rye IPA,,3.81
Ruthless Rye IPA,,4.09
Ruthless Rye IPA,"12oz bottle poured into a teku glass. Looks copper colored in the body with an off white head that sticks around a bit. Not a perfectly clear beer but looks still in the glass as far as carbonation. Smell is brown bread, grain, slight citrus from the hops. Taste is pretty well balanced. You get the dark bread, pepper, spiciness from the malt coupled nicely with the grapefruit, lemon, pine from the hops. These flavors seem to be well balanced with none really dominating. Feel is medium bodied with low level carbonation. Beer seems to linger a bit on the tongue. Overall, I remember this beer very differently from before. This is a very pleasant drink as it is substantial, balanced, and very good. A bit different, obviously, due to the rye. I enjoyed it.",3.94
Ruthless Rye IPA,,3.77
Ruthless Rye IPA,,3.74
Ruthless Rye IPA,,3.88
Ruthless Rye IPA,"It’s worth shelling out for the Fan Favorites dozen to get three bottles of this gem. Easily the best rye IPA I’ve come across. 
Please bring this back as a year round staple",4.71
Ruthless Rye IPA,"Poured from a 12 oz bottle dated 4/13/23 into a Willi Becher pint glass. 
L - Pours a clear dark amber color with a white head. 
S - Smells malty. 
T - Tastes citrusy, malty and bitter. 
F - Medium body and carbonation. 
O - Kind of a malty, hoppy IPA.",3.85
Rouge (Red),,3
Rouge (Red),,4
Rouge (Red),,4.3
Rouge (Red),"Poured from a 330ml bottle . 
 
Pours deep brown , thickly milky with a mocha head that leaves moderate lacing . 
The smell is subtle , very yeasty and earthy and the taste follows on from this , the subtly surprising me as I expected it to become robust , it's still richly yeasty with hints of burnt caramel, wood , minerals and plum with a pleasant bitterness , the flavour sweetening as it warms . 
The mouthfeel is voluptuous. 
Overall it's heavy in a good way , rich but subtle in flavour. I prefer westmalle dubbel which matches this in style closely but I'd not say no to this at all . If I have this again I think I'll let it warm a while after pouring to begin tasting it , I like the sweetness and fruitiness that come as it warms .",3.79
Rouge (Red),,4.03
Rouge (Red),"330ml Bottle - Pours copper brown with 2 finger foamy white head. Pleasant on the nose with fruity notes and bready malt. Tastes of sweet dried fruit, banana, with a touch of malt and a gentle hop bitterness. Goes down very easy and it makes for an enjoyable beer.",4.25
Rouge (Red),,4.75
World Wide Stout,,4.5
World Wide Stout,,5
World Wide Stout,,4
